m/z,RT1_center,RT2_center
294.0,8538.736,1.576
294.0,8622.832,1.336
294.0,9151.936,2.0
296.0,8051.68,1.184
296.0,8195.344,1.344
362.0,9653.008,1.888
296.0,8307.472,1.288
297.0,8093.728,1.04
299.0,8107.744,1.048
300.0,9677.536,1.32
302.0,9200.992,1.472
304.0,8559.76,1.48
274.0,8254.912,2.04
275.0,7613.68,1.08
296.0,8254.912,1.368
304.0,9232.528,2.624
305.0,8121.76,1.232
308.0,8296.96,1.288
308.0,8342.512,1.264
308.0,8402.08,1.264
308.0,8468.656,1.312
308.0,8552.752,1.344
308.0,8605.312,1.376
294.0,8300.464,1.464
309.0,8605.312,1.304
310.0,8381.056,1.24
310.0,8472.16,1.256
310.0,8808.544,1.192
310.0,8868.112,1.272
312.0,8202.352,1.096
314.0,8160.304,1.048
294.0,8247.904,1.312
308.0,8836.576,1.32
77.0,7543.6,1.12
77.0,7620.688,1.12
63.0,7960.576,1.968
38.0,6867.328,1.04
38.0,7452.496,1.064
39.0,5795.104,1.056
39.0,6867.328,1.024
55.0,7806.4,1.216
39.0,7617.184,1.144
39.0,7799.392,1.216
39.0,8167.312,1.32
39.0,8388.064,1.112
39.0,8584.288,1.016
41.0,7456.0,1.056
52.0,7336.864,1.032
52.0,7445.488,1.064
39.0,7543.6,1.12
41.0,7543.6,1.12
63.0,8030.656,1.576
77.0,7799.392,1.216
76.0,6905.872,1.512
41.0,7711.792,1.232
76.0,7494.544,1.304
76.0,7648.72,1.336
77.0,7456.0,1.064
76.0,7813.408,2.224
76.0,7911.52,1.36
76.0,7960.576,1.968
76.0,8034.16,1.456
76.0,8163.808,1.488
77.0,5798.608,1.288
77.0,6008.848,1.432
77.0,6930.4,1.28
76.0,7746.832,1.728
44.0,9320.128,0.952
52.0,5788.096,1.112
52.0,7109.104,1.016
395.0,9232.528,1.096
395.0,10105.024,2.12
396.0,9085.36,1.04
396.0,10084.0,2.256
53.0,6982.96,1.064
54.0,7445.488,1.04
54.0,7540.096,1.112
54.0,7806.4,1.192
54.0,8671.888,1.04
54.0,9071.344,1.064
55.0,7445.488,1.048
55.0,7543.6,1.12
55.0,7617.184,1.144
53.0,8587.792,1.072
53.0,7543.6,1.112
53.0,7617.184,1.12
53.0,7802.896,1.216
53.0,8167.312,1.312
53.0,8388.064,1.072
55.0,9800.176,1.464
56.0,8265.424,1.352
56.0,9561.904,1.008
43.0,9765.136,1.376
398.0,8945.2,0.928
412.0,10192.624,1.704
412.0,10550.032,1.864
427.0,10546.528,2.056
42.0,6863.824,1.024
42.0,7452.496,1.032
43.0,9302.608,1.128
43.0,9681.04,1.312
57.0,9800.176,1.216
204.0,5465.728,0.984
204.0,7746.832,1.744
204.0,8391.568,1.112
204.0,10553.536,1.84
205.0,10550.032,1.864
206.0,7746.832,1.752
206.0,8030.656,1.512
276.0,7445.488,1.048
189.0,7189.696,1.248
189.0,7753.84,1.76
190.0,7200.208,1.248
190.0,7750.336,1.768
190.0,8167.312,1.464
