m/z,RT1_center,RT2_center
148.0,7809.904,1.008
148.0,7767.856,1.024
159.0,8076.208,1.872
159.0,7974.592,1.84
159.0,7932.544,1.032
159.0,7872.976,1.04
159.0,7816.912,1.04
159.0,7760.848,1.392
146.0,6755.2,1.032
159.0,7484.032,1.136
159.0,7375.408,1.04
159.0,7263.28,1.024
159.0,7207.216,1.04
159.0,7151.152,1.04
159.0,7095.088,1.048
159.0,6986.464,1.032
159.0,6930.4,1.056
148.0,7245.76,1.2
146.0,6699.136,1.04
146.0,6562.48,1.04
146.0,6464.368,1.064
146.0,6233.104,1.064
159.0,6818.272,1.04
159.0,6765.712,1.048
159.0,6709.648,1.048
159.0,6653.584,1.04
148.0,7953.568,1.016
159.0,6544.96,1.048
145.0,7242.256,1.04
159.0,6208.576,1.08
153.0,7844.944,1.6
153.0,6695.632,2.36
152.0,6706.144,2.408
152.0,3853.888,1.336
150.0,7943.056,1.016
159.0,6601.024,1.048
189.0,8279.44,1.864
195.0,7470.016,1.464
195.0,7413.952,1.576
195.0,7357.888,1.656
195.0,7298.32,1.712
195.0,7186.192,1.768
195.0,7130.128,1.784
134.0,7704.784,1.064
195.0,7014.496,1.872
194.0,7827.424,1.224
194.0,6933.904,1.928
193.0,7890.496,1.192
193.0,7820.416,1.224
193.0,7620.688,1.336
193.0,7487.536,1.44
193.0,7417.456,1.56
188.0,7056.544,1.04
187.0,7620.688,1.016
187.0,7266.784,1.032
187.0,7137.136,1.032
193.0,7284.304,1.752
193.0,7217.728,1.76
193.0,7151.152,1.784
193.0,7084.576,1.808
193.0,7018.0,1.864
190.0,7273.792,1.008
187.0,6429.328,1.04
192.0,7862.464,1.208
192.0,7648.72,1.32
192.0,7508.56,1.424
192.0,6937.408,1.92
192.0,6867.328,1.984
190.0,8850.592,1.056
190.0,7399.936,1.008
193.0,6951.424,1.912
200.0,6933.904,1.96
199.0,7802.896,1.256
199.0,7470.016,1.488
199.0,7410.448,1.608
195.0,7070.56,1.848
199.0,7291.312,1.784
199.0,7224.736,1.76
193.0,7350.88,1.688
199.0,7102.096,1.824
199.0,7042.528,1.88
199.0,6888.352,1.944
199.0,6551.968,1.264
198.0,7799.392,1.224
198.0,7750.336,1.28
201.0,7207.216,1.032
201.0,7035.52,1.024
199.0,7165.168,1.808
198.0,7669.744,1.288
198.0,7522.576,1.416
198.0,7424.464,1.552
198.0,7326.352,1.704
198.0,7228.24,1.76
198.0,7081.072,1.816
193.0,6881.344,1.984
197.0,7385.92,1.584
200.0,7032.016,1.912
197.0,7263.28,1.688
197.0,7200.208,1.8
197.0,7074.064,1.864
196.0,7806.4,1.224
195.0,7816.912,1.416
195.0,7753.84,1.256
195.0,7526.08,1.408
200.0,7112.608,1.84
197.0,7326.352,1.624
174.0,7007.488,1.024
174.0,6940.912,1.024
174.0,6874.336,1.032
174.0,6797.248,1.032
174.0,6597.52,1.016
174.0,6502.912,1.032
174.0,6191.056,1.064
187.0,7771.36,1.016
186.0,6527.44,1.112
185.0,7869.472,1.432
183.0,7399.936,1.216
182.0,6965.44,1.416
176.0,7550.608,2.616
176.0,6709.648,2.408
173.0,8128.768,1.152
175.0,7890.496,1.016
173.0,8633.344,1.04
170.0,7760.848,1.28
173.0,8065.696,1.352
173.0,7978.096,1.328
173.0,7915.024,1.2
173.0,7851.952,1.224
173.0,7788.88,1.032
173.0,7603.168,1.048
173.0,7333.36,1.056
174.0,7074.064,1.032
173.0,7224.736,1.04
174.0,8051.68,1.312
174.0,7932.544,1.2
174.0,7823.92,1.448
174.0,7610.176,1.312
174.0,7315.84,1.04
174.0,7224.736,1.048
173.0,6723.664,1.032
173.0,7287.808,1.04
186.0,7196.704,1.096
186.0,7154.656,1.104
186.0,6975.952,1.072
186.0,6797.248,1.08
186.0,6650.08,1.08
189.0,7284.304,1.008
