m/z,RT1_center,RT2_center
228.0,7378.912,1.432
227.0,7785.376,1.568
215.0,7897.504,2.072
213.0,7862.464,2.32
212.0,7301.824,1.92
196.0,7217.728,1.8
132.0,7382.416,1.328
260.0,7007.488,1.472
144.0,6425.824,1.064
171.0,7915.024,1.176
260.0,7403.44,1.36
194.0,7217.728,1.544
66.0,7137.136,1.736
66.0,7361.392,1.392
98.0,7067.056,1.64
105.0,7084.576,1.056
117.0,6622.048,1.216
117.0,6800.752,1.184
120.0,6765.712,1.064
130.0,7168.672,1.4
132.0,7606.672,1.52
196.0,6972.448,1.688
196.0,6898.864,1.72
194.0,7284.304,1.504
194.0,6863.824,1.76
192.0,7333.36,1.368
190.0,7137.136,2.144
188.0,7519.072,1.08
187.0,7950.064,1.88
181.0,6972.448,1.536
181.0,6667.6,1.664
172.0,7396.432,1.12
164.0,7343.872,1.376
196.0,7035.52,1.64
217.0,7361.392,1.584
214.0,8307.472,2.56
214.0,8272.432,1.696
214.0,8100.736,2.136
214.0,8027.152,1.984
214.0,7988.608,1.608
214.0,7550.608,1.544
214.0,6933.904,1.64
214.0,6881.344,1.312
164.0,7298.32,1.392
164.0,7242.256,1.408
91.0,5746.048,1.256
96.0,7249.264,1.392
96.0,7305.328,1.384
96.0,7368.4,1.36
102.0,7515.568,2.2
105.0,5875.696,1.168
162.0,7361.392,1.36
161.0,7452.496,1.304
159.0,7540.096,1.128
159.0,7319.344,1.136
196.0,7357.888,1.504
159.0,5704.0,1.064
144.0,7081.072,1.232
140.0,5781.088,1.824
134.0,7477.024,1.096
132.0,7259.776,1.464
132.0,7200.208,1.448
130.0,7463.008,1.344
130.0,7396.432,1.448
130.0,7112.608,1.528
162.0,7427.968,1.304
196.0,7084.576,1.512
159.0,6054.4,1.064
224.0,7263.28,1.544
224.0,7144.144,1.6
224.0,7081.072,1.632
217.0,7582.144,1.648
464.0,7533.088,1.304
464.0,7463.008,1.408
464.0,7214.224,1.288
464.0,7084.576,1.272
224.0,7329.856,1.504
464.0,6923.392,1.576
