,coefficient,m/z,RT1,RT2,RT1_center,RT2_center,samples,feature_index,class
2443,-0.004683685146718687,38.0,"[6594.016,6594.016]","[1.168,1.168]",6594.016,1.168,Jbilet Winselwan,205,0
2444,-0.004683685146718687,578.0,"[8805.04,8805.04]","[2.496,2.496]",8805.04,2.496,Jbilet Winselwan,9073,0
2445,-0.004683685146718687,600.0,"[6110.464,6110.464]","[0.8,0.8]",6110.464,0.8,Jbilet Winselwan,9078,0
2446,-0.004683685146718687,38.0,"[6446.848,6488.896]","[1.056,1.032]",6467.872,1.048,Jbilet Winselwan,203,0
2447,-0.004683685146718687,37.0,"[6587.008,6587.008]","[1.16,1.16]",6587.008,1.16,Jbilet Winselwan,177,0
2448,-0.004683685146718687,36.0,"[6474.88,6474.88]","[1.072,1.072]",6474.88,1.072,Jbilet Winselwan,155,0
2449,-0.004683685146718687,37.0,"[5357.104,5357.104]","[1.2,1.2]",5357.104,1.2,Jbilet Winselwan,172,0
2450,-0.004646112451286793,122.0,"[9025.792,9074.848]","[1.256,1.08]",9050.32,1.168,"Rio Tinto, Lignite, ALH 83100, Aguas Zarcas, LEW 85311",2628,0
2451,0.004642490844651126,467.0,"[9313.12,9358.672]","[1.08,1.056]",9334.144,1.072,"Utah, Aguas Zarcas",8869,0
2452,0.004642490844651126,467.0,"[10945.984,10988.032]","[1.088,1.064]",10967.008,1.08,"Utah, Aguas Zarcas",8892,0
2453,0.004642490844651126,467.0,"[10826.848,10861.888]","[1.08,1.048]",10844.368,1.064,"Utah, Aguas Zarcas",8890,0
2454,0.004642490844651126,464.0,"[5760.064,5795.104]","[3.328,2.648]",5777.584,2.984,"Utah, Aguas Zarcas",8774,0
2455,0.004642490844651126,453.0,"[9999.904,10006.912]","[1.072,1.064]",10003.408,1.072,"Utah, Aguas Zarcas",8648,0
2456,0.004642490844651126,453.0,"[10392.352,10399.36]","[1.056,1.048]",10395.856,1.056,"Utah, Aguas Zarcas",8652,0
2457,0.004642490844651126,464.0,"[3149.584,3188.128]","[1.44,1.08]",3170.608,1.256,"Utah, Aguas Zarcas",8734,0
2458,0.004642490844651126,467.0,"[10091.008,10126.048]","[1.088,1.056]",10108.528,1.072,"Utah, Aguas Zarcas",8879,0
2459,0.004642490844651126,467.0,"[10154.08,10196.128]","[1.088,1.064]",10175.104,1.08,"Utah, Aguas Zarcas",8880,0
2460,0.004642490844651126,467.0,"[11440.048,11443.552]","[1.072,1.064]",11440.048,1.072,"Utah, Aguas Zarcas",8900,0
2461,-0.004611172415641964,115.0,"[5633.92,5679.472]","[1.36,1.056]",5654.944,1.208,"Lignite, Jbilet Winselwan, LEW 85311",2241,0
2462,-0.004611172415641964,171.0,"[5791.6,5826.64]","[1.552,1.192]",5809.12,1.376,"Lignite, Jbilet Winselwan, LEW 85311",4439,0
2463,-0.004611172415641964,171.0,"[5872.192,5886.208]","[1.576,1.208]",5879.2,1.392,"Lignite, Jbilet Winselwan, LEW 85311",4440,0
2464,-0.004611172415641964,165.0,"[6509.92,6555.472]","[1.696,1.048]",6530.944,1.368,"Lignite, Jbilet Winselwan, LEW 85311",4188,0
2465,-0.004611172415641964,63.0,"[5626.912,5647.936]","[1.592,1.176]",5637.424,1.384,"Lignite, Jbilet Winselwan, LEW 85311",739,0
2466,0.004604835330773587,39.0,"[9036.304,9074.848]","[1.208,1.088]",9053.824,1.144,"Rio Tinto, LEW 85311",276,0
2467,0.004604835330773587,41.0,"[9036.304,9074.848]","[1.208,1.088]",9053.824,1.144,"Rio Tinto, LEW 85311",337,0
2468,0.004604835330773587,71.0,"[9036.304,9074.848]","[1.192,1.088]",9053.824,1.136,"Rio Tinto, LEW 85311",1051,0
2469,0.004604835330773587,57.0,"[9036.304,9074.848]","[1.192,1.096]",9053.824,1.144,"Rio Tinto, LEW 85311",585,0
2470,0.004604835330773587,99.0,"[7687.264,7718.8]","[2.376,1.608]",7704.784,1.992,"Rio Tinto, LEW 85311",1737,0
2471,0.004482507863720117,464.0,"[8233.888,8275.936]","[1.584,1.008]",8254.912,1.296,"Lignite, Utah, Orgueil, Aguas Zarcas",8844,0
2472,0.004469802270217953,201.0,"[8815.552,8822.56]","[2.704,2.664]",8819.056,2.688,"Green R. Shale, Rio Tinto, Murchison Soil, Murchison",5545,1
2473,0.004372339618765855,120.0,"[9074.848,9074.848]","[1.12,1.104]",9074.848,1.112,"Rio Tinto, Orgueil",2572,0
2474,0.004372339618765855,276.0,"[9071.344,9074.848]","[1.088,1.08]",9074.848,1.088,"Rio Tinto, Orgueil",7362,0
2475,0.004372339618765855,120.0,"[10087.504,10087.504]","[1.536,1.528]",10087.504,1.536,"Rio Tinto, Orgueil",2576,0
2476,0.004372339618765855,120.0,"[9484.816,9488.32]","[1.304,1.28]",9484.816,1.296,"Rio Tinto, Orgueil",2573,0
2477,0.004372339618765855,276.0,"[9484.816,9491.824]","[1.272,1.264]",9488.32,1.272,"Rio Tinto, Orgueil",7363,0
2478,-0.004156149077150912,68.0,"[7438.48,7466.512]","[1.408,1.04]",7452.496,1.224,"Green R. Shale, Lignite, Aguas Zarcas",964,1
2479,-0.004156149077150912,124.0,"[9695.056,9740.608]","[1.368,1.024]",9716.08,1.2,"Green R. Shale, Lignite, Aguas Zarcas",2703,1
2480,-0.004156149077150912,368.0,"[9001.264,9046.816]","[1.136,1.04]",9025.792,1.088,"Green R. Shale, Lignite, Aguas Zarcas",8162,1
2481,-0.004156149077150912,142.0,"[7669.744,7715.296]","[1.784,1.192]",7694.272,1.488,"Green R. Shale, Lignite, Aguas Zarcas",3337,1
2482,-0.004156149077150912,68.0,"[8973.232,9018.784]","[1.056,1.032]",8994.256,1.048,"Green R. Shale, Lignite, Aguas Zarcas",978,1
2483,-0.004156149077150912,68.0,"[7932.544,7978.096]","[1.304,1.048]",7953.568,1.176,"Green R. Shale, Lignite, Aguas Zarcas",970,1
2484,-0.004127195050678898,172.0,"[6828.784,6860.32]","[1.112,1.032]",6846.304,1.072,"Green R. Shale, Orgueil, ALH 83100",4533,0
2485,-0.004127195050678898,185.0,"[7123.12,7172.176]","[1.392,1.024]",7147.648,1.208,"Green R. Shale, Orgueil, ALH 83100",5017,0
2486,-0.004127195050678898,172.0,"[6776.224,6807.76]","[1.112,1.016]",6793.744,1.064,"Green R. Shale, Orgueil, ALH 83100",4532,0
2487,-0.004127195050678898,242.0,"[6800.752,6821.776]","[1.136,1.04]",6811.264,1.088,"Green R. Shale, Orgueil, ALH 83100",6799,0
2488,-0.004127195050678898,185.0,"[8016.64,8055.184]","[1.672,1.008]",8034.16,1.336,"Green R. Shale, Orgueil, ALH 83100",5035,0
2489,-0.004127195050678898,242.0,"[6615.04,6653.584]","[1.088,1.04]",6632.56,1.064,"Green R. Shale, Orgueil, ALH 83100",6796,0
2490,-0.004127195050678898,185.0,"[6842.8,6881.344]","[1.44,1.032]",6860.32,1.232,"Green R. Shale, Orgueil, ALH 83100",5012,0
2491,-0.004127195050678898,185.0,"[7067.056,7105.6]","[1.144,1.016]",7088.08,1.08,"Green R. Shale, Orgueil, ALH 83100",5016,0
2492,-0.004127195050678898,213.0,"[6975.952,7025.008]","[1.088,1.032]",7000.48,1.064,"Green R. Shale, Orgueil, ALH 83100",5788,0
2493,-0.004127195050678898,171.0,"[6685.12,6713.152]","[1.12,1.04]",6699.136,1.08,"Green R. Shale, Orgueil, ALH 83100",4453,0
2494,-0.004127195050678898,171.0,"[6443.344,6471.376]","[1.128,1.056]",6457.36,1.088,"Green R. Shale, Orgueil, ALH 83100",4449,0
2495,-0.004127195050678898,160.0,"[7739.824,7788.88]","[1.264,1.024]",7764.352,1.144,"Green R. Shale, Orgueil, ALH 83100",4049,0
2496,-0.004127195050678898,160.0,"[7624.192,7662.736]","[1.336,1.008]",7641.712,1.176,"Green R. Shale, Orgueil, ALH 83100",4047,0
2497,-0.004127195050678898,145.0,"[5991.328,6026.368]","[1.752,1.016]",6008.848,1.384,"Green R. Shale, Orgueil, ALH 83100",3513,0
2498,-0.004127195050678898,144.0,"[7585.648,7624.192]","[1.304,1.008]",7603.168,1.16,"Green R. Shale, Orgueil, ALH 83100",3460,0
2499,-0.004127195050678898,129.0,"[7578.64,7624.192]","[1.344,1.016]",7599.664,1.184,"Green R. Shale, Orgueil, ALH 83100",2868,0
2500,-0.004127195050678898,129.0,"[7151.152,7186.192]","[1.8,1.008]",7168.672,1.408,"Green R. Shale, Orgueil, ALH 83100",2861,0
2501,-0.004127195050678898,64.0,"[7582.144,7624.192]","[1.368,1.024]",7603.168,1.2,"Green R. Shale, Orgueil, ALH 83100",826,0
2502,-0.0041029613582236665,134.0,"[3072.496,3079.504]","[1.184,1.168]",3076.0,1.176,"Murchison Soil, Orgueil, Murchison",3047,0
2503,-0.0041029613582236665,120.0,"[3076.0,3079.504]","[1.184,1.176]",3076.0,1.184,"Murchison Soil, Orgueil, Murchison",2520,0
2504,-0.0041029613582236665,119.0,"[3079.504,3121.552]","[1.216,1.16]",3100.528,1.192,"Murchison Soil, Orgueil, Murchison",2459,0
2505,-0.0041029613582236665,91.0,"[3076.0,3079.504]","[1.192,1.168]",3076.0,1.184,"Murchison Soil, Orgueil, Murchison",1473,0
2506,-0.0041029613582236665,63.0,"[3072.496,3079.504]","[1.184,1.168]",3076.0,1.176,"Murchison Soil, Orgueil, Murchison",725,0
2507,-0.0041029613582236665,39.0,"[3072.496,3076.0]","[1.184,1.168]",3072.496,1.176,"Murchison Soil, Orgueil, Murchison",232,0
2508,-0.004054682319602175,172.0,"[7329.856,7375.408]","[1.552,1.008]",7354.384,1.28,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",4542,0
2509,-0.004054682319602175,172.0,"[7603.168,7648.72]","[1.328,1.008]",7627.696,1.168,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",4548,0
2510,-0.004054682319602175,206.0,"[7456.0,7498.048]","[2.168,1.888]",7477.024,2.032,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",5676,0
2511,-0.004054682319602175,272.0,"[7589.152,7613.68]","[1.36,1.04]",7603.168,1.2,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",7286,0
2512,-0.004054682319602175,171.0,"[7280.8,7319.344]","[1.32,1.016]",7298.32,1.168,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",4465,0
2513,-0.004054682319602175,128.0,"[7147.648,7186.192]","[1.792,1.024]",7165.168,1.408,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",2799,0
2514,-0.004054682319602175,171.0,"[7771.36,7820.416]","[1.744,1.008]",7795.888,1.376,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",4473,0
2515,-0.004054682319602175,171.0,"[7704.784,7743.328]","[1.208,1.008]",7725.808,1.104,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",4472,0
2516,-0.004054682319602175,128.0,"[7270.288,7308.832]","[1.76,1.152]",7291.312,1.456,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",2801,0
2517,-0.004054682319602175,128.0,"[7326.352,7371.904]","[1.728,1.12]",7350.88,1.424,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",2802,0
2518,-0.004054682319602175,172.0,"[7494.544,7543.6]","[1.344,1.016]",7519.072,1.184,"Green R. Shale, Lignite, Orgueil, ALH 83100, LEW 85311",4545,0
2519,-0.004027655422213096,216.0,"[7172.176,7200.208]","[1.032,1.008]",7186.192,1.024,"Lignite, Orgueil, ALH 83100",6019,0
2520,-0.004027655422213096,159.0,"[6250.624,6282.16]","[1.184,1.008]",6268.144,1.096,"Lignite, Orgueil, ALH 83100",3972,0
2521,-0.004027655422213096,145.0,"[5854.672,5896.72]","[1.176,1.008]",5875.696,1.088,"Lignite, Orgueil, ALH 83100",3511,0
2522,-0.004027655422213096,213.0,"[7305.328,7343.872]","[1.16,1.016]",7322.848,1.088,"Lignite, Orgueil, ALH 83100",5795,0
2523,-0.004027655422213096,216.0,"[6422.32,6471.376]","[1.128,1.04]",6446.848,1.08,"Lignite, Orgueil, ALH 83100",6010,0
2524,-0.004027655422213096,185.0,"[7287.808,7315.84]","[1.176,1.016]",7301.824,1.096,"Lignite, Orgueil, ALH 83100",5020,0
2525,-0.004027655422213096,185.0,"[6898.864,6944.416]","[1.112,1.024]",6923.392,1.072,"Lignite, Orgueil, ALH 83100",5013,0
2526,-0.004027655422213096,171.0,"[8006.128,8041.168]","[1.528,1.008]",8023.648,1.272,"Lignite, Orgueil, ALH 83100",4477,0
2527,-0.004027655422213096,128.0,"[7505.056,7543.6]","[1.424,1.032]",7526.08,1.224,"Lignite, Orgueil, ALH 83100",2805,0
2528,-0.004027655422213096,129.0,"[7406.944,7424.464]","[1.552,1.008]",7413.952,1.28,"Lignite, Orgueil, ALH 83100",2865,0
2529,-0.004027655422213096,129.0,"[7683.76,7732.816]","[1.288,1.008]",7708.288,1.152,"Lignite, Orgueil, ALH 83100",2870,0
2530,-0.004027655422213096,144.0,"[7876.48,7886.992]","[1.408,1.024]",7883.488,1.216,"Lignite, Orgueil, ALH 83100",3466,0
2531,-0.004027655422213096,185.0,"[8125.264,8167.312]","[1.624,1.008]",8146.288,1.32,"Lignite, Orgueil, ALH 83100",5037,0
2532,-0.004027655422213096,242.0,"[6965.44,7000.48]","[1.12,1.072]",6982.96,1.096,"Lignite, Orgueil, ALH 83100",6802,0
2533,-0.004027655422213096,128.0,"[7711.792,7743.328]","[1.432,1.008]",7729.312,1.216,"Lignite, Orgueil, ALH 83100",2809,0
2534,-0.004027655422213096,129.0,"[7340.368,7389.424]","[1.72,1.008]",7364.896,1.368,"Lignite, Orgueil, ALH 83100",2864,0
2535,-0.004027655422213096,160.0,"[7501.552,7540.096]","[1.432,1.032]",7519.072,1.232,"Lignite, Orgueil, ALH 83100",4045,0
2536,-0.004027655422213096,185.0,"[7508.56,7547.104]","[1.24,1.008]",7526.08,1.12,"Lignite, Orgueil, ALH 83100",5024,0
2537,-0.004013303684917065,178.0,"[6706.144,6734.176]","[2.4,1.584]",6720.16,1.992,"Utah, Murchison Soil, Orgueil, ALH 83100, LON 94101, Murchison, LEW 85311",4783,0
2538,0.003970424484709666,101.0,"[8324.992,8370.544]","[1.92,1.024]",8346.016,1.472,"Green R. Shale, Lignite, GSFC, ALH 83100, LON 94101",1796,1
2539,0.0039279448967632635,214.0,"[7589.152,7638.208]","[1.824,1.08]",7613.68,1.456,"Utah, Orgueil, Jbilet Winselwan, LEW 85311",5905,0
2540,0.0039279448967632635,214.0,"[7109.104,7158.16]","[1.888,1.088]",7133.632,1.488,"Utah, Orgueil, Jbilet Winselwan, LEW 85311",5892,0
2541,-0.003894699338671165,183.0,"[6415.312,6457.36]","[1.304,0.808]",6436.336,1.056,"Green R. Shale, ALH 83100, LEW 85311",4938,0
2542,-0.003894699338671165,64.0,"[7172.176,7210.72]","[1.36,1.016]",7189.696,1.192,"Green R. Shale, ALH 83100, LEW 85311",816,0
2543,-0.003894699338671165,153.0,"[6681.616,6699.136]","[2.048,1.064]",6692.128,1.56,"Green R. Shale, ALH 83100, LEW 85311",3826,0
2544,-0.003894699338671165,173.0,"[5991.328,6040.384]","[1.744,1.024]",6015.856,1.384,"Green R. Shale, ALH 83100, LEW 85311",4598,0
2545,-0.003894699338671165,172.0,"[8906.656,8952.208]","[1.152,1.024]",8927.68,1.088,"Green R. Shale, ALH 83100, LEW 85311",4568,0
2546,-0.003894699338671165,167.0,"[6397.792,6443.344]","[1.488,1.232]",6418.816,1.36,"Green R. Shale, ALH 83100, LEW 85311",4261,0
2547,-0.003894699338671165,172.0,"[8784.016,8829.568]","[1.08,1.008]",8805.04,1.048,"Green R. Shale, ALH 83100, LEW 85311",4566,0
2548,-0.0038676724412820863,185.0,"[8261.92,8300.464]","[1.024,1.008]",8279.44,1.016,ALH 83100,5039,0
2549,-0.0038676724412820863,115.0,"[4144.72,4144.72]","[1.224,1.224]",4144.72,1.224,ALH 83100,2229,0
2550,-0.0038676724412820863,116.0,"[4411.024,4411.024]","[1.232,1.232]",4411.024,1.232,ALH 83100,2299,0
2551,-0.0038676724412820863,129.0,"[6664.096,6664.096]","[1.008,1.008]",6664.096,1.008,ALH 83100,2851,0
2552,-0.0038676724412820863,129.0,"[7981.6,7981.6]","[1.016,1.016]",7981.6,1.016,ALH 83100,2874,0
2553,-0.0038676724412820863,184.0,"[8826.064,8854.096]","[1.008,1.008]",8840.08,1.008,ALH 83100,4991,0
2554,-0.0038676724412820863,104.0,"[4792.96,4792.96]","[1.08,1.08]",4792.96,1.08,ALH 83100,1864,0
2555,-0.0038676724412820863,113.0,"[4544.176,4544.176]","[1.672,1.672]",4544.176,1.672,ALH 83100,2180,0
2556,-0.0038676724412820863,150.0,"[6134.992,6134.992]","[1.424,1.424]",6134.992,1.424,ALH 83100,3683,0
2557,-0.0038676724412820863,143.0,"[7894.0,7929.04]","[1.024,1.016]",7911.52,1.024,ALH 83100,3395,0
2558,-0.0038676724412820863,143.0,"[7999.12,8030.656]","[1.008,1.008]",8016.64,1.008,ALH 83100,3396,0
2559,-0.0038676724412820863,143.0,"[8198.848,8230.384]","[1.024,1.008]",8216.368,1.016,ALH 83100,3399,0
2560,-0.0038676724412820863,65.0,"[4179.76,4179.76]","[1.736,1.736]",4179.76,1.736,ALH 83100,850,0
2561,-0.0038676724412820863,143.0,"[8300.464,8335.504]","[1.024,1.008]",8317.984,1.016,ALH 83100,3400,0
2562,-0.0038676724412820863,143.0,"[8367.04,8367.04]","[1.032,1.032]",8367.04,1.032,ALH 83100,3401,0
2563,-0.0038676724412820863,143.0,"[8468.656,8503.696]","[1.016,1.008]",8486.176,1.016,ALH 83100,3402,0
2564,-0.0038676724412820863,143.0,"[8615.824,8615.824]","[1.016,1.016]",8615.824,1.016,ALH 83100,3404,0
2565,-0.0038676724412820863,54.0,"[4544.176,4544.176]","[1.672,1.672]",4544.176,1.672,ALH 83100,488,0
2566,-0.0038676724412820863,39.0,"[4179.76,4179.76]","[1.736,1.736]",4179.76,1.736,ALH 83100,237,0
2567,-0.0038676724412820863,39.0,"[4544.176,4544.176]","[1.672,1.672]",4544.176,1.672,ALH 83100,238,0
2568,-0.0038676724412820863,54.0,"[4179.76,4179.76]","[1.736,1.736]",4179.76,1.736,ALH 83100,487,0
2569,-0.0038676724412820863,141.0,"[6597.52,6597.52]","[1.592,1.592]",6597.52,1.592,ALH 83100,3273,0
2570,-0.0038676724412820863,143.0,"[6534.448,6569.488]","[1.032,1.016]",6551.968,1.024,ALH 83100,3376,0
2571,-0.0038676724412820863,143.0,"[6671.104,6706.144]","[1.024,1.016]",6688.624,1.024,ALH 83100,3378,0
2572,-0.0038676724412820863,143.0,"[7350.88,7385.92]","[1.008,1.008]",7368.4,1.008,ALH 83100,3388,0
2573,-0.0038676724412820863,67.0,"[4179.76,4179.76]","[1.736,1.736]",4179.76,1.736,ALH 83100,915,0
2574,-0.0038676724412820863,67.0,"[4544.176,4544.176]","[1.68,1.68]",4544.176,1.68,ALH 83100,916,0
2575,-0.0038676724412820863,82.0,"[4544.176,4544.176]","[1.672,1.672]",4544.176,1.672,ALH 83100,1293,0
2576,-0.0038676724412820863,218.0,"[6506.416,6506.416]","[1.008,1.008]",6506.416,1.008,ALH 83100,6094,0
2577,-0.0038676724412820863,215.0,"[8777.008,8791.024]","[1.536,1.272]",8784.016,1.408,ALH 83100,5985,0
2578,-0.0038676724412820863,213.0,"[8381.056,8381.056]","[1.04,1.04]",8381.056,1.04,ALH 83100,5820,0
2579,-0.0038676724412820863,206.0,"[6891.856,6891.856]","[1.624,1.624]",6891.856,1.624,ALH 83100,5671,0
2580,-0.0038676724412820863,188.0,"[5223.952,5223.952]","[1.048,1.048]",5223.952,1.048,ALH 83100,5140,0
2581,-0.0038676724412820863,145.0,"[5318.56,5318.56]","[1.064,1.064]",5318.56,1.064,ALH 83100,3503,0
2582,-0.0038676724412820863,185.0,"[8619.328,8619.328]","[1.016,1.016]",8619.328,1.016,ALH 83100,5043,0
2583,-0.0038676724412820863,185.0,"[8542.24,8580.784]","[1.016,1.008]",8559.76,1.016,ALH 83100,5042,0
2584,-0.0038676724412820863,185.0,"[8342.512,8381.056]","[1.016,1.008]",8360.032,1.016,ALH 83100,5040,0
2585,-0.0038676724412820863,185.0,"[8461.648,8503.696]","[1.024,1.008]",8482.672,1.016,ALH 83100,5041,0
2586,-0.0038676724412820863,370.0,"[9292.096,9320.128]","[1.712,1.712]",9306.112,1.712,ALH 83100,8207,0
2587,-0.0038676724412820863,168.0,"[6530.944,6530.944]","[1.576,1.576]",6530.944,1.576,ALH 83100,4302,0
2588,-0.0038676724412820863,174.0,"[4796.464,4796.464]","[1.08,1.08]",4796.464,1.08,ALH 83100,4650,0
2589,-0.0038676724412820863,173.0,"[9165.952,9211.504]","[1.032,1.008]",9190.48,1.024,ALH 83100,4647,0
2590,-0.0038676724412820863,173.0,"[9071.344,9116.896]","[1.008,1.008]",9095.872,1.008,ALH 83100,4646,0
2591,-0.0038676724412820863,172.0,"[8433.616,8433.616]","[1.04,1.04]",8433.616,1.04,ALH 83100,4563,0
2592,-0.0038676724412820863,150.0,"[8156.8,8156.8]","[1.288,1.288]",8156.8,1.288,ALH 83100,3709,0
2593,-0.0038676724412820863,171.0,"[8510.704,8549.248]","[1.016,1.008]",8528.224,1.016,ALH 83100,4487,0
2594,-0.0038676724412820863,172.0,"[8296.96,8321.488]","[1.024,1.008]",8310.976,1.016,ALH 83100,4561,0
2595,-0.0038676724412820863,150.0,"[8573.776,8573.776]","[1.512,1.512]",8573.776,1.512,ALH 83100,3716,0
2596,-0.0038676724412820863,153.0,"[6825.28,6825.28]","[1.352,1.352]",6825.28,1.352,ALH 83100,3829,0
2597,-0.0038676724412820863,168.0,"[6127.984,6127.984]","[1.592,1.592]",6127.984,1.592,ALH 83100,4299,0
2598,-0.0038676724412820863,143.0,"[6804.256,6839.296]","[1.024,1.008]",6821.776,1.016,ALH 83100,3380,0
2599,-0.0038676724412820863,168.0,"[8815.552,8850.592]","[1.128,1.032]",8833.072,1.08,ALH 83100,4328,0
2600,-0.0038676724412820863,150.0,"[7263.28,7263.28]","[1.544,1.4]",7263.28,1.472,ALH 83100,3696,0
2601,-0.0038676724412820863,150.0,"[8367.04,8405.584]","[1.192,1.184]",8384.56,1.192,ALH 83100,3713,0
2602,-0.0038676724412820863,199.0,"[8770.0,8770.0]","[2.232,2.232]",8770.0,2.232,ALH 83100,5455,0
2603,-0.0038676724412820863,229.0,"[8815.552,8815.552]","[1.576,1.576]",8815.552,1.576,ALH 83100,6499,0
2604,-0.0038676724412820863,146.0,"[4407.52,4407.52]","[1.224,1.224]",4407.52,1.224,ALH 83100,3569,0
2605,-0.0038676724412820863,146.0,"[4179.76,4179.76]","[1.744,1.744]",4179.76,1.744,ALH 83100,3567,0
2606,-0.0038676724412820863,146.0,"[4127.2,4172.752]","[1.256,1.216]",4151.728,1.24,ALH 83100,3566,0
2607,-0.0038676724412820863,145.0,"[8566.768,8566.768]","[1.008,1.008]",8566.768,1.008,ALH 83100,3555,0
2608,-0.0038676724412820863,171.0,"[8591.296,8629.84]","[1.032,1.024]",8608.816,1.032,ALH 83100,4488,0
2609,-0.0038676724412820863,145.0,"[8510.704,8538.736]","[1.016,1.008]",8524.72,1.016,ALH 83100,3554,0
2610,-0.0038676724412820863,145.0,"[8458.144,8458.144]","[1.024,1.024]",8458.144,1.024,ALH 83100,3553,0
2611,-0.0038676724412820863,145.0,"[8216.368,8244.4]","[1.008,1.008]",8230.384,1.008,ALH 83100,3550,0
2612,-0.0038676724412820863,53.0,"[4179.76,4179.76]","[1.744,1.744]",4179.76,1.744,ALH 83100,444,0
2613,-0.0038676724412820863,145.0,"[4484.608,4484.608]","[1.144,1.144]",4484.608,1.144,ALH 83100,3491,0
2614,-0.0038676724412820863,145.0,"[4354.96,4354.96]","[1.128,1.128]",4354.96,1.128,ALH 83100,3489,0
2615,-0.0038676724412820863,144.0,"[9043.312,9081.856]","[1.048,1.048]",9060.832,1.048,ALH 83100,3479,0
2616,-0.0038676724412820863,144.0,"[8962.72,8962.72]","[1.016,1.016]",8962.72,1.016,ALH 83100,3478,0
2617,-0.0038676724412820863,144.0,"[8433.616,8465.152]","[1.024,1.008]",8451.136,1.016,ALH 83100,3475,0
2618,-0.0038676724412820863,144.0,"[8360.032,8360.032]","[1.048,1.048]",8360.032,1.048,ALH 83100,3474,0
2619,-0.0038676724412820863,144.0,"[8254.912,8254.912]","[1.008,1.008]",8254.912,1.008,ALH 83100,3473,0
2620,-0.0038676724412820863,290.0,"[8826.064,8826.064]","[1.296,1.296]",8826.064,1.296,ALH 83100,7535,0
2621,-0.0038676724412820863,306.0,"[8752.48,8780.512]","[1.168,1.16]",8766.496,1.168,ALH 83100,7756,0
2622,-0.0038676724412820863,369.0,"[9323.632,9351.664]","[1.712,1.704]",9337.648,1.712,ALH 83100,8180,0
2623,-0.0038676724412820863,150.0,"[6604.528,6604.528]","[1.592,1.592]",6604.528,1.592,ALH 83100,3688,0
2624,0.0038629414450017047,229.0,"[7007.488,7046.032]","[1.848,1.12]",7025.008,1.488,"Antarctica, Orgueil, ALH 83100, LEW 85311",6470,0
2625,0.0038629414450017047,144.0,"[7000.48,7049.536]","[1.128,1.008]",7025.008,1.064,"Antarctica, Orgueil, ALH 83100, LEW 85311",3449,0
2626,0.0038306081271448846,217.0,"[7494.544,7543.6]","[1.736,1.056]",7519.072,1.392,"Murchison Soil, LEW 85311",6061,0
2627,0.0038306081271448846,231.0,"[7294.816,7329.856]","[1.352,1.008]",7312.336,1.184,"Murchison Soil, LEW 85311",6562,0
2628,0.0038306081271448846,218.0,"[7340.368,7347.376]","[1.792,1.032]",7343.872,1.416,"Murchison Soil, LEW 85311",6097,0
2629,0.0038306081271448846,231.0,"[7350.88,7392.928]","[1.264,1.032]",7371.904,1.144,"Murchison Soil, LEW 85311",6563,0
2630,-0.003796989547796761,145.0,"[5553.328,5581.36]","[1.064,1.016]",5567.344,1.04,"Murchison Soil, Orgueil, LON 94101, LEW 85311",3507,0
2631,-0.003795159710205363,232.0,"[8300.464,8339.008]","[2.24,1.896]",8317.984,2.072,"Lignite, ALH 83100, LEW 85311",6607,0
2632,-0.003795159710205363,56.0,"[9011.776,9036.304]","[1.208,1.04]",9025.792,1.12,"Lignite, ALH 83100, LEW 85311",571,0
2633,-0.003795159710205363,204.0,"[7697.776,7715.296]","[2.36,2.136]",7708.288,2.248,"Lignite, ALH 83100, LEW 85311",5632,0
2634,-0.003795159710205363,153.0,"[6103.456,6145.504]","[1.696,1.456]",6124.48,1.576,"Lignite, ALH 83100, LEW 85311",3820,0
2635,-0.003795159710205363,167.0,"[6891.856,6933.904]","[1.56,1.2]",6912.88,1.384,"Lignite, ALH 83100, LEW 85311",4268,0
2636,-0.003795159710205363,229.0,"[8381.056,8430.112]","[2.256,1.944]",8405.584,2.096,"Lignite, ALH 83100, LEW 85311",6493,0
2637,-0.003795159710205363,213.0,"[8016.64,8041.168]","[2.352,2.128]",8027.152,2.24,"Lignite, ALH 83100, LEW 85311",5814,0
2638,-0.003795159710205363,242.0,"[8850.592,8896.144]","[2.056,1.96]",8871.616,2.008,"Lignite, ALH 83100, LEW 85311",6822,0
2639,-0.003795159710205363,217.0,"[8009.632,8055.184]","[2.384,2.136]",8034.16,2.256,"Lignite, ALH 83100, LEW 85311",6072,0
2640,-0.003795159710205363,215.0,"[8016.64,8041.168]","[2.36,2.144]",8027.152,2.248,"Lignite, ALH 83100, LEW 85311",5976,0
